787;213;407;velez-reeves;1972-04-16
788;212;560;montoya;2023-03-09
789;211;504;shields-schultz;2011-09-12
790;210;934;weber;2010-11-27
791;209;91;gonzalez;1989-09-13
792;208;983;wallace;1986-09-19
793;207;421;cannon;1993-10-19
794;206;216;warner;1987-10-31
795;205;951;estrada-beck;2022-07-05
796;204;7;smith-walters;2015-03-20
797;203;14;price;2002-02-08
798;202;630;hill;1983-07-24
799;201;694;travis;2006-08-13
800;200;21;schultz;1987-08-30
801;199;193;english-hahn;1973-11-26
802;198;278;lopez;2007-08-31
803;197;83;cooper;2020-10-15
804;196;7;davis;1980-08-30
805;195;41;glass-perez;1993-08-16
806;194;349;hart-rivera;2011-07-20
807;193;144;miller;1990-03-09
808;192;705;hines;1984-08-06
809;191;155;hall;1990-10-16
810;190;904;young;1988-10-15
811;189;63;davis;2013-08-21
812;188;966;wells;1982-10-26
813;187;582;ford-allen;1979-06-02
814;186;847;kelly;1989-10-06
815;185;100;mcclure;1986-06-14
816;184;570;thompson;2023-02-18
817;183;457;dixon;2021-08-18
818;182;785;jensen;1985-02-15
819;181;279;moore;1977-05-21
820;180;382;gonzalez-alvarez;1975-02-15
821;179;57;johnson;1987-03-13
822;178;130;gallegos;2009-04-16
823;177;195;gonzalez;1998-10-10
824;176;552;jacobs;2002-02-03
825;175;675;bennett;1985-10-26
826;174;249;smith-torres;1981-02-21
827;173;104;hamilton;1997-10-09
828;172;793;hale;2014-04-26
829;171;388;pena;2004-05-16
830;170;407;blair;2022-12-04
831;169;165;giles;1995-05-11
832;168;306;richardson;1997-05-31
833;167;767;odom;2012-10-24
834;166;751;cherry;1970-04-14
835;165;928;walls-gallagher;1984-07-24
836;164;607;turner;1981-10-24
837;163;440;hall;1985-06-08
838;162;472;benton;2008-06-16
839;161;939;baldwin;1994-07-20
840;160;746;jones;2020-03-10
841;159;459;williams-wilcox;1977-02-07
842;158;21;rosario-ramirez;1979-10-08
843;157;786;marquez;1997-01-29
844;156;518;watson;1987-01-05
845;155;27;foster;2010-07-06
846;154;438;leonard;1979-09-12
847;153;328;kelley-rodriguez;2007-08-06
848;152;650;harmon;2017-07-14
849;151;755;carpenter-torres;1984-01-20
850;150;882;clark;1977-11-01
851;149;517;richmond;2019-06-24
852;148;990;thomas;1975-09-08
853;147;895;marshall;2004-06-09
854;146;294;diaz;2003-07-26
855;145;873;sanders;1999-11-19
856;144;393;coleman;1998-03-06
857;143;943;kelly;1983-01-03
858;142;837;coffey;2017-09-20
859;141;557;rose-martinez;2021-04-02
860;140;214;evans;2020-03-16
861;139;329;wilson-horne;2006-08-30
862;138;865;rodriguez;1974-11-05
863;137;292;kennedy;1977-10-27
864;136;579;miller;2002-07-06
865;135;51;martinez;1980-10-28
866;134;295;williams-vasquez;2009-10-06
867;133;591;mack;2012-09-17
868;132;84;davidson;1974-08-29
869;131;326;wilson;1970-02-08
870;130;330;roman;1976-06-24
871;129;841;pham-hill;1989-09-24
872;128;762;lyons-montoya;2015-01-05
873;127;87;bowman-wilkins;2013-04-10
874;126;956;galloway-martin;1999-04-22
875;125;889;hodges;2000-02-12
876;124;552;weaver;1970-03-23
877;123;737;payne;1990-01-29
878;122;365;stone;2023-01-20
879;121;615;miller;2006-12-29
880;120;716;lee;1972-02-23
881;119;239;kirk;2003-06-17
882;118;904;lee;2020-10-24
883;117;623;sandoval;2020-04-25
884;116;881;manning;1986-06-18
885;115;803;schneider-white;1981-04-14
886;114;607;rocha;1981-12-27
887;113;24;stone-finley;2002-03-30
888;112;254;ball-gray;1990-10-19
889;111;603;barker-mann;2004-11-16
890;110;853;hart;1991-09-20
891;109;519;jordan;1979-08-16
892;108;742;mann;2013-07-05
893;107;593;rivera-gonzalez;1979-12-23
894;106;488;martinez;1988-04-15
895;105;335;ryan-robertson;2019-02-24
896;104;133;anderson-schroeder;2006-08-28
897;103;951;miller-wong;2021-09-10
898;102;505;castro;1976-02-17
899;101;196;klein;1970-03-12
900;100;18;frazier;1980-05-18
901;99;239;myers;2014-01-11
902;98;25;graves;1998-10-20
903;97;267;nelson;1997-12-29
904;96;264;miller;1975-12-19
905;95;49;mcfarland;1971-09-18
906;94;380;gomez;2004-01-23
907;93;135;gaines;1986-02-22
908;92;866;smith-joseph;2005-12-30
909;91;576;dennis-white;1992-09-10
910;90;832;brown;2007-11-01
911;89;177;rosales;1988-08-18
912;88;250;grimes-griffith;1998-03-25
913;87;653;lloyd;2009-03-28
914;86;503;gomez-vaughn;2018-10-13
915;85;275;myers-gates;1976-10-25
916;84;59;daniels;1982-04-24
917;83;217;carpenter;1982-08-27
918;82;806;kerr-jordan;1972-04-18
919;81;64;gillespie;1973-02-09
920;80;921;lynch;1981-10-10
921;79;969;lee;2009-06-03
922;78;222;king;2000-11-10
923;77;222;warren;2020-11-13
924;76;710;castaneda;2009-09-24
925;75;43;delgado-manning;2018-06-09
926;74;552;ewing;2013-04-16
927;73;531;chaney;1984-05-12
928;72;150;phelps;2020-06-26
929;71;471;cameron-rose;1992-01-13
930;70;192;anderson-long;2019-06-10
931;69;9;smith-martin;1980-11-26
932;68;531;potter-williams;1999-04-07
933;67;19;thomas-white;2021-01-16
934;66;6;woods;2006-01-19
935;65;452;davis-cameron;2019-04-04
936;64;146;page;2003-10-17
937;63;247;vasquez;1975-01-14
938;62;900;cole;2004-07-18
939;61;736;bautista;2006-10-04
940;60;430;coffey;1981-12-21
941;59;988;long;2002-12-25
942;58;78;morris;1976-09-28
943;57;162;johnson;2017-09-26
944;56;313;manning;1981-09-21
945;55;823;jones-miranda;1981-08-08
946;54;161;johnson-ray;1976-01-17
947;53;338;white-stevenson;1987-07-04
948;52;34;ellis;1991-06-06
949;51;303;dennis-jones;2019-10-31
950;50;771;anderson;2008-10-31
951;49;893;hood-monroe;1981-03-15
952;48;994;patterson-reyes;2003-11-06
953;47;226;anderson;2018-10-14
954;46;845;molina-newton;2017-07-30
955;45;227;brown;2017-02-21
956;44;786;jordan-kerr;1977-02-12
957;43;992;young-estes;1988-04-28
958;42;393;george;1987-03-17
959;41;211;davis;1973-12-15
960;40;519;hebert;2012-01-02
961;39;843;long;1984-05-31
962;38;921;meyer;1979-08-29
963;37;448;roberson;2001-09-16
964;36;641;patton;1979-04-19
965;35;340;ewing-miller;1999-08-02
966;34;803;herman;1980-10-06
967;33;881;bailey;1979-09-17
968;32;175;powell-walker;2003-01-27
969;31;793;tate-willis;2011-03-14
970;30;208;woods;1976-06-09
971;29;58;williams;1984-11-29
972;28;156;maynard;2007-03-21
973;27;473;aguilar-pratt;2010-02-21
974;26;822;johnson;1997-04-07
975;25;649;james;2005-02-16
976;24;642;sexton;1972-05-18
977;23;877;garcia;2010-07-24
978;22;475;davidson-odom;1975-05-02
979;21;394;willis;1977-12-12
980;20;614;williams;1974-10-15
981;19;793;parrish;1971-08-24
982;18;90;green;1976-10-28
983;17;690;wright-becker;2022-11-28
984;16;310;mitchell;1991-05-03
985;15;749;ramsey-simmons;1990-06-19
986;14;876;ortiz-chung;1985-09-08
987;13;631;moreno-soto;1982-06-23
988;12;264;king-jordan;2006-08-13
989;11;524;klein;1982-03-22
990;10;27;tran;1978-07-29
991;9;11;jones;2011-06-24
992;8;259;brown-hubbard;2008-09-17
993;7;670;mejia;2006-10-31
994;6;886;moore-nguyen;1998-06-07
995;5;879;banks-aguilar;2021-02-09
996;4;52;thompson-gonzalez;1970-07-09
997;3;872;miller;1983-07-25
998;2;595;hernandez;1995-10-12
999;1;801;dixon-maxwell;1970-09-10
